date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio,daily_vwap_pv,daily_vwap_volume,n_intraday_bars,daily_vwap,next_date,next_day_vwap,next_day_close,next_day_high,next_day_low,next_day_vwap_ret_close,next_day_vwap_ret_vwap,next_day_close_ret_close,close_fund,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q,ak_fund_收盘价_sum5,ak_fund_收盘价_sum10,ak_fund_涨跌幅_sum5,ak_fund_涨跌幅_sum10,ak_fund_主力净流入-净额_sum5,ak_fund_主力净流入-净额_sum10,ak_fund_主力净流入-净占比_sum5,ak_fund_主力净流入-净占比_sum10,ak_fund_超大单净流入-净额_sum5,ak_fund_超大单净流入-净额_sum10,ak_fund_超大单净流入-净占比_sum5,ak_fund_超大单净流入-净占比_sum10,ak_fund_大单净流入-净额_sum5,ak_fund_大单净流入-净额_sum10,ak_fund_大单净流入-净占比_sum5,ak_fund_大单净流入-净占比_sum10,ak_fund_中单净流入-净额_sum5,ak_fund_中单净流入-净额_sum10,ak_fund_中单净流入-净占比_sum5,ak_fund_中单净流入-净占比_sum10,ak_fund_小单净流入-净额_sum5,ak_fund_小单净流入-净额_sum10,ak_fund_小单净流入-净占比_sum5,ak_fund_小单净流入-净占比_sum10,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount,sector_ret1,sector_ret5,sector_ret20,sector_ret60,sector_ma20_gap,sector_ma60_gap,sector_vol20,sector_range_pct,sector_range_z20,sector_volume_shock20,sector_volume_z20,sector_amount_shock20,sector_amount_z20,sector_vs_bench_ret5,stock_vs_sector_ret1,stock_vs_sector_ret5,stock_vs_sector_ret20
2020-01-02,6.150235,6.244854,6.1218493,6.244854,10755292.0,0.0,0.0,6.113821948345155,6.274842474267432,0.1405768,0.0225108225108189,57.04743540966842,1.29826859971259,0.9999999999918702,6.4719396,6.244854,6.244854,336270425.0,315397632.0,15138918.301487252,4152.24,0.0404355745255353,0.0296411856474259,-0.0107943888781094,0.9321029618963652,-1.1454274526175836,-1.6153846153731215,0.9999999999918702,0.2610315303969067,1.3787506203761897,-0.0107943888781094,0.425,1.191280727886906,0.149172916194936,0.4099976145404001,1.6888624447190534,0.8205901069767081,1.024722039046891,-0.0575895491392951,0.7590843252624048,0.0,,,,,,,,,,,,,,,0.0224230362001223,0.1,70512565.0,10755292,48,6.556080950661312,2020-01-03,6.584255663332623,6.2259302,6.3110873,6.1786207,0.0543490149381591,0.004297493103478,-0.0030303030303031,6.244854,22.276871,1.000005,0.763854,54.282002,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327.258,2358.515,2321.054,2356.802,822014950,6800181900.0,,,,,,,,0.016139650348505397,,,,,,,,,
2020-01-03,6.2921635,6.3110873,6.1786207,6.2259302,7610978.0,0.0,0.0,6.124498924693235,6.273238793143909,0.1446319,0.0232305688232702,55.8146626765559,0.9018720071894966,0.3571428571401605,6.4719396,6.3110873,6.3110873,328659447.0,316588129.45,15198690.51830659,4144.964,0.0295522563783736,0.0217391304347824,-0.0078131259435911,0.7013063874986324,-1.028402921137353,-1.7009345794274928,0.3571428571401605,-0.1032826678911123,0.7942340516415078,-0.0078131259435911,0.5083333333333333,1.0008731274517757,0.2835505944606494,0.3594047194152235,-0.3430658814746666,-0.1456985888508312,0.5842661058966074,0.0532515832476266,1.082029349186464,1.0,,,,,,,,,,,,,,,0.0224230362001223,0.1,50112625.0,7610978,48,6.584255663332623,2020-01-06,6.630530567375106,6.2921635,6.339473,6.1313112,0.0649863320624934,0.007028114704018,0.0106382978723404,6.2259302,22.209366,0.996974,0.76154,54.117511,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364.731,2373.017,2347.511,2367.22,766228330,6331564600.0,0.004420396791923853,,,,,,,0.010865124806656912,,,,,,,-0.007450699822227014,,
2020-01-06,6.150235,6.339473,6.1313112,6.2921635,11174283.0,0.0,0.0,6.140466979484356,6.273859275335911,0.1473353,0.0234156820622948,59.142566061872685,1.2704113273162754,0.7727272727235611,6.4719396,6.339473,6.339473,339833730.0,318539344.8,15548712.824987523,4129.295,0.0266701342382833,0.0423197492163009,0.0156496149780176,1.0296006490950544,-0.905365488451512,-1.2201834862302487,0.7727272727235611,0.2393407278093619,1.3695272039354214,0.0156496149780176,0.5416666666666666,1.2444470842474262,0.423788889921302,0.6456439329293642,0.956405201467459,0.7460713334484657,1.0024798672936237,0.8777013177899412,1.1974237696741077,1.0,,,,,,,,,,,,,,,0.0224230362001223,0.1,74091425.0,11174283,48,6.630530567375106,2020-01-07,6.710731304940608,6.3678587,6.4057063,6.2921635,0.0665220801939758,0.0120956742074489,0.01203007518797,6.2921635,22.445635,1.00758,0.769641,54.693229,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354.649,2399.97,2340.557,2385.602,979611720,8709646500.0,0.007765226721639706,,,,,,,0.02538412864971895,,,,,,,0.00287307115070079,,
2020-01-07,6.3016254,6.4057063,6.2921635,6.3678587,9219615.0,0.0,0.0,6.162123333819179,6.2769412236855535,0.14260435,0.0223943960942439,62.60865901763474,1.028342056332097,0.6666666666607951,6.339473,6.4057063,6.4057063,349053345.0,320660274.8,16635304.687302949,4160.227,0.01925552836328,0.0417956656346749,0.0225401372713949,1.442700493914658,-0.805149982210007,0.199052132700028,0.6666666666607951,0.0279478513100844,1.7067959219088582,0.0225401372713949,0.425,1.542787895848994,0.5378004251814831,1.4755091544926666,0.6206877862680172,0.1769509667631536,1.2363381870923298,1.1047118268465412,0.7094955012062615,0.0,0.3323810931617662,10.0,0.6571974169681499,1.0,359.0,-0.5758736616607285,-0.0296112079597473,0.0440858542014663,0.0096608337294164,-0.1367671406142084,0.1848367443040791,0.0016650821894516,0.007125971670137,-0.1009026722233419,0.0224526093025314,0.1,61870359.0,9219615,48,6.710731304940608,2020-01-08,6.707043601436215,6.2921635,6.4530158,6.244854,0.0532651425566674,-0.0005495233435554,-0.011887072808321,6.3678587,22.715658,1.019702,0.7789,55.351193,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389.908,2425.271,2384.669,2423.661,918198050,7595020700.0,0.015953625122715476,,,,,,,0.017026262345004817,,,,,,,-0.003923549934745418,,
2020-01-08,6.3678587,6.4530158,6.244854,6.2921635,12254711.0,0.0,0.0,6.1745081115506855,6.277440314712256,0.1432801999999999,0.0227712137486537,57.3675841530181,1.3190210523361523,0.2272727272716349,6.4057063,6.4530158,6.4530158,336798634.0,322455956.45,16339465.98397327,4112.317,0.0038410069662953,0.0294117647058822,0.0255707577395869,0.8211559479152976,-0.7183979584119221,-0.7924528301831505,0.2272727272716349,0.276889834438853,0.877793531567566,0.0255707577395869,0.4916666666666666,1.0568196016733864,0.6363867446815857,0.883599122224615,-0.7602038364178246,0.8289114055519493,0.6279514211614792,1.2017899297563557,0.965328822058278,1.0,0.3984250694041775,10.0,0.6561134609713973,1.0,360.0,-0.5798027963272089,-0.0313788181041441,0.0446001174770906,0.0067828556537293,-0.1375104642500131,0.1863956668183421,0.0007990954217103,0.0062280416476551,-0.1040799977090966,0.0224526093025314,0.1,82192881.0,12254711,48,6.707043601436215,2020-01-09,6.75050543653365,6.3962444,6.4530158,6.339473,0.0728432973068244,0.0064800287101349,0.0165413533834586,6.2921635,22.445635,1.00758,0.769641,54.693229,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,70,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2421.949,2444.34,2393.485,2404.883,1151867560,9853370300.0,-0.007747783208955528,,,,,,,0.021247260793362033,,,,,,,-0.004139289599365492,,
2020-01-09,6.339473,6.4530158,6.339473,6.3962444,9503666.0,0.0,0.0,6.195625853307763,6.281335530623329,0.14801115,0.0231403212172406,62.06937534194914,1.02097204423577,0.4999999999955924,6.4530158,6.4530158,6.4530158,346302300.0,325184318.15,15517020.996588845,4164.369,0.0029210739263625,0.0242424242424241,0.0213213503160616,1.355428605823827,-0.5790758149976323,-0.3835616438330289,0.4999999999955924,0.0207551580395684,1.360955937008944,0.0213213503160616,0.525,1.4776177780250532,0.7949516662782997,1.1386609070493088,0.1255725359829683,0.1704115906913182,1.009332433002223,1.062174951348852,1.0830485400296117,0.0,0.3428120946252438,10.0,0.65562165809348,1.0,361.0,-0.5724405301170489,-0.0299595041906259,0.0442587088669659,0.0102001389528123,-0.1433522676266423,0.1889792503230651,-0.0002633314015303,0.0104848227617268,-0.097826083132993,0.0224526093025314,0.1,64154549.0,9503666,48,6.75050543653365,2020-01-10,6.7129124856786735,6.3678587,6.434092,6.2827016,0.0495084405590684,-0.0055689090555387,-0.004437869822485,6.3962444,22.816917,1.024247,0.782372,55.597929,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,71,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2421.193,2439.697,2414.169,2439.392,1000705920,8131196200.0,0.0143495546352983,0.03504324928441149,,,,,,0.01057423900315202,,,,,,0.032122175358048996,0.002191798748160334,-0.010800825041987316,
2020-01-10,6.4151682,6.434092,6.2827016,6.3678587,6513014.0,0.0,0.0,6.212028981564166,6.284172355848793,0.1419284999999999,0.0222882615155982,60.12191139463943,0.6961355841754345,0.5624999999962863,6.4530158,6.4530158,6.4530158,339789286.0,327865172.5,12967611.300041037,4163.184,0.0043956955959087,0.0227963525835868,0.018400656987678,1.0979452219584946,-0.5083078753324287,-0.5999999999957725,0.5624999999962863,-0.362210832769956,0.9195304535355918,0.018400656987678,0.4083333333333333,1.269442170986803,0.8763862417824847,1.0042481192003472,0.3161406590420097,-0.8544855791532836,0.6808350983787013,0.9594349702793804,0.5989613616522523,1.0,0.3034885439906429,10.0,0.6547197968500257,1.0,362.0,-0.5766426886033538,-0.0322219952474958,0.0445710957189328,0.0081170552744311,-0.1424592562198824,0.1903953204085739,-0.0008245069032691,0.0093393318011786,-0.1019743098182717,0.0223648229918349,0.1,43721293.0,6513014,48,6.7129124856786735,2020-01-13,6.72302018552267,6.4151682,6.4151682,6.2827016,0.0557740839197122,0.0015057100573798,0.0074294205052005,6.3678587,22.715658,1.019702,0.7789,55.351193,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,72,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2441.495,2449.368,2405.73,2418.17,914453440,7500895000.0,-0.008699708779892568,0.02152313684406182,,,,,,0.01813919267748254,,,,,,0.01712744124815312,0.004261838957407504,0.001273215739524991,
2020-01-13,6.3489349,6.4151682,6.2827016,6.4151682,8119978.0,0.0,0.0,6.23137557379615,6.2884673015586685,0.1344941499999999,0.0209650231774092,62.2479262623515,0.8716412048434894,0.9999999999924508,6.4530158,6.4530158,6.4530158,347909264.0,330505805.15,11295368.56861079,4203.988,0.0180885599115587,0.019548872180451,0.0014603122688923,1.3665473643462085,-0.424492275404499,-0.2814070351737878,0.9999999999924508,-0.1373774020824596,1.5407605997349465,0.0014603122688923,0.2666666666666666,1.4537887876981872,0.9712811367379912,1.1797390737869566,1.7086179719079704,-0.2408621071675389,1.1313370720098084,0.3683397350449174,0.0185075664090886,0.0,0.3028338282413824,10.0,0.6559970800946409,1.0,363.0,-0.5681124596887195,-0.0280037016743694,0.0461866207674855,0.0116471068600784,-0.1418618005547831,0.1804305185135694,-0.0006242955739414,0.0128968421618752,-0.0980142987688806,0.022311755702512,0.1,54590776.0,8119978,48,6.72302018552267,2020-01-14,6.7655778803278,6.3867825,6.4435539,6.3583968,0.0546220565702082,0.0063301453261697,-0.0044247787610619,6.4151682,22.884422,1.027278,0.784687,55.76242,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,75,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2420.188,2439.323,2398.082,2439.201,890515580,7996365200.0,0.008697072579678,0.02246770416859145,,,,,,0.01719749366368628,,,,,,0.004379144257032751,-0.0012676520744774322,-0.002918831988140358,
2020-01-14,6.4246301,6.4435539,6.3583968,6.3867825,7631831.0,0.0,0.0,6.246176233434612,6.291690750687892,0.1351699999999999,0.0211640211640178,60.17499934335222,0.8402904221192548,0.333333333329412,6.4530158,6.4530158,6.4530158,340277433.0,332149893.2,10146558.451810949,4189.886,0.0071291782876272,0.0029717682020802,-0.004157410085547,1.0402179963331166,-0.3367205537689083,-0.4899999999963779,0.333333333329412,-0.1740077062811322,0.8010144364318342,-0.004157410085547,0.2916666666666667,1.1876797612380467,1.0686543063720058,1.043053521500375,-0.4666177110202996,-0.3415408479505603,0.5706105343426957,0.171074933892128,0.1149862901918874,0.0,0.3653730253859611,10.0,0.6541508041347207,1.0,364.0,-0.5715944833033998,-0.0297112680686901,0.0446374987116162,0.0108601676204099,-0.146692578183733,0.1830781450314043,-0.0024601173033837,0.0144778342394322,-0.0979257416172582,0.0221635701791354,0.1,51633747.0,7631831,48,6.7655778803278,2020-01-15,6.680299925569941,6.3205492,6.3962444,6.2827016,0.045957009741594,-0.0126046815610268,-0.0103703703703702,6.3867825,22.783164,1.022732,0.781215,55.515684,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,76,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2446.253,2455.157,2433.679,2436.39,850216930,7506422400.0,-0.0011524265527933508,0.005251972119863169,,,,,,0.008825321663210373,,,,,,-0.0018772061677640312,-0.003272352208268603,-0.0022802039177829414,
2020-01-15,6.3867825,6.3962444,6.2827016,6.3205492,6638447.0,0.0,0.0,6.253259373107507,6.292636929353863,0.1358458499999999,0.0214927288280547,55.52839501147953,0.7539100687869927,0.3333333333304001,6.4530158,6.4530158,6.4530158,333638986.0,332853120.2,9729434.539418949,4166.734,0.0132326860988587,0.0045112781954887,-0.0087214079033699,0.4953395844775415,-0.2898694089371642,-0.975124378102274,0.3333333333304001,-0.2824821902534635,0.0807719910973309,-0.0087214079033699,0.35,0.7640272419069669,1.1180663984151442,0.7474463933356504,-0.4750738896937528,-0.6290708241220162,0.0229727548983278,0.0096001603635445,0.346424749824769,0.0,0.3477098676587556,10.0,0.6525445693122096,1.0,365.0,-0.5757400868712156,-0.0323524534542824,0.0431436978315395,0.0079324927966867,-0.1437784273574247,0.1861523689484622,-0.0029756240904235,0.0162898837454013,-0.0984912363628838,0.0220214705655457,0.1,44346817.0,6638447,48,6.680299925569941,2020-01-16,6.618032230710398,6.2353921,6.3300111,6.2164683,0.047066009819273,-0.0093210926984286,-0.0134730538922155,6.3205492,22.546894,1.012126,0.773113,54.939965,2019-10-29,2019-09-30,0.01319,0.019561,0.142197,115544534.23,0.296271,,1356921309.0,1356921309.0,True,2019-10-30,0.504832,534.831368,1.63414,165.224554,0.336761,0.259681,0.034734,0.126837,10.533955,50.117647,51.563734,1.320735,1.056933,0.129256,0.201665,0.598592,2.491231,0.77736,0.22264,0.301893,2.412544,-0.00488,-0.249464,-0.00488,0.01319,2.54414,0.259681,1.020631,0.019561,0.799652,0.5855,0.04178,77,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2439.171,2443.808,2405.117,2426.917,773571960,7051628100.0,-0.0038881295687471784,0.009162192090010235,,,,,,0.01608695127929316,,,,,,-0.0040704940088484645,-0.006482240801623074,-0.004650913894521436,
