date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio,daily_vwap_pv,daily_vwap_volume,n_intraday_bars,daily_vwap,next_date,next_day_vwap,next_day_close,next_day_high,next_day_low,next_day_vwap_ret_close,next_day_vwap_ret_vwap,next_day_close_ret_close,close_fund,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2026-04-01,54.66,54.7,50.58,51.96,128739639.0,0.0,0.0,51.96,51.96,,,,,0.3349514563105986,,,51.96,0.0,,,4526.0668,,,,,,,0.3349514563105986,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,6686306032.0,128739639,48,51.93665357411791,2026-04-02,54.11831908542391,53.39,55.8,52.03,0.0415380886340244,0.0420062780554888,0.0275211701308699,51.96,45.286616,4.163897,1.906897,62.318961,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-02,52.03,55.8,52.03,53.39,146987529.0,0.0,0.0,52.09619047619048,52.00688524590164,,,,,0.3607427055701963,,,52.09619047619048,146987529.0,,,4478.9141,,,,,,,0.3607427055701963,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,7954717996.0,146987529,48,54.11831908542391,2026-04-03,57.74499272781129,58.05,58.73,54.01,0.0815694461099698,0.0670137894834244,0.0872822625959917,53.39,46.532956,4.278493,1.959377,64.034052,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03,54.45,58.73,54.01,58.05,169832639.0,0.0,0.0,52.663219954648525,52.20502015587208,,,,,0.8559322033896491,,,52.663219954648525,316820168.0,,,4440.7889,,,,,,,0.8559322033896491,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,9806984504.0,169832639,48,57.74499272781129,2026-04-07,59.61065594518277,58.7,61.5,58.0,0.0268846846715378,0.0323086579327411,0.0111972437553833,58.05,50.594458,4.651929,2.130396,69.623089,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-07,58.35,61.5,58.0,58.7,166875408.0,0.0,0.0,53.23815138753914,52.41797031469594,,,,,0.1999999999999436,,,53.23815138753914,483695576.0,,,4440.6162,,,,,,,0.1999999999999436,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,9947552532.0,166875408,48,59.61065594518277,2026-04-08,57.96391936567523,58.56,60.87,56.55,-0.0125397041622619,-0.0276248693022579,-0.0023850085178875,58.7,51.160976,4.704018,2.15425,70.402676,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-08,60.8,60.87,56.55,58.56,195107878.0,0.0,0.0,53.744994112535416,52.61934833716493,,,,,0.4652777777776712,,61.5,61.5,288587698.0,,,4595.556,,,,,,,0.4652777777776712,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,11309217308.0,195107878,48,57.96391936567523,2026-04-09,58.71599392948489,59.54,60.8,56.11,0.0026638307630615,0.0129748742327975,0.0167349726775956,58.56,51.038957,4.692799,2.149113,70.234765,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,161,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,57.21,60.8,56.11,59.54,194181874.0,0.0,0.0,54.29689943515109,52.84625494906116,,,,,0.7313432835819339,,61.5,61.5,482769572.0,,,4566.2237,0.00887236131822,0.1458814472671286,0.1370090859489086,,,,0.7313432835819339,,,0.1370090859489086,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,11401581735.0,194181874,48,58.71599392948489,2026-04-10,57.07364167999421,55.98,59.21,55.71,-0.0414235525697982,-0.0279711223395633,-0.0597917366476319,59.54,51.893093,4.771333,2.185078,71.410142,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,162,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-10,59.21,59.21,55.71,55.98,208927553.0,0.0,0.0,54.45719472704147,52.94900068843619,,,,,0.0771428571428339,,61.5,61.5,273842019.0,,,4636.5655,0.0351985763692139,0.0485109571080726,0.0133123807388586,,,,0.0771428571428339,,,0.0133123807388586,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,11924256297.0,208927553,48,57.07364167999421,2026-04-13,54.00757412331773,53.49,55.95,53.1,-0.0352344743958962,-0.0537212532164602,-0.0444801714898177,55.98,48.790315,4.486047,2.054428,67.140405,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,163,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-13,55.0,55.95,53.1,53.49,203511870.0,0.0,0.0,54.3650809435137,52.966738370782544,,,,,0.13684210526311,,61.5,61.5,70330149.0,,,4646.1546,0.0462453191593954,-0.0785529715762273,-0.1247982907356227,,,,0.13684210526311,,,-0.1247982907356227,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,10991182404.0,203511870,48,54.00757412331773,2026-04-14,53.01660303105447,52.67,54.41,52.15,-0.0088501957178077,-0.0183487429004037,-0.0153299682183585,53.49,46.620113,4.286506,1.963047,64.153989,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,166,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-14,53.51,54.41,52.15,52.67,156956401.0,0.0,0.0,54.20364466317906,52.95700924387164,,,,,0.230088495575121,,60.87,60.87,-86626252.0,,,4701.2837,0.0587007496842442,-0.102725724020443,-0.1614264737046872,,,,0.230088495575121,,,-0.1614264737046872,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,8321295205.0,156956401,48,53.01660303105447,2026-04-15,52.79972773485635,52.13,53.99,51.73,0.0024630289511362,-0.0040907052470163,-0.0102525156635655,52.67,45.905428,4.220794,1.932954,63.17051,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,167,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-15,52.86,53.99,51.73,52.13,130152540.0,0.0,0.0,54.00615469525725,52.92989418669551,,,,,0.1769911504424016,,60.8,60.8,-216778792.0,,,4685.2464,0.0195167679384171,-0.1098019125683059,-0.1293186805067231,,,,0.1769911504424016,,,-0.1293186805067231,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,6872018676.0,130152540,48,52.79972773485635,2026-04-16,52.54366100413882,53.14,53.44,50.89,0.0079351813569694,-0.0048497736958685,0.0193746403222712,52.13,45.434782,4.177521,1.913136,62.522853,2025-10-28,2025-09-30,0.080112,0.051131,0.133485,2537141988.81,1.1472,,2466734657.0,2445181125.0,True,2025-10-29,2.495919,108.176595,3.908134,69.08728,1.004026,0.717319,0.087542,0.10775,0.013429,0.042553,0.026359,1.469522,1.198212,0.403696,0.159585,0.005369,2.159283,0.720535,0.279465,0.377813,16.185286,0.009942,0.194441,0.009942,0.080112,2.332566,0.717319,0.936416,0.051131,0.927851,0.954818,0.057714,168,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
